और	y
जानवर	bestia
जानवर	animales
चेहरे	rostro
चेहरे	caras
चेहरे	carita
चेहरे	rostros
चेहरे	cara
चेहरे	faciales
अंग्रेज	ingles
अंग्रेज	espanol
अंग्रेज	inglés
चिन्ह	símbolos
चरम	extrema
चरम	extremos
चरम	extremo
केन्द्रित	concentrado
केन्द्रित	enfocada
केन्द्रित	concentrados
केन्द्रित	centrado
केन्द्रित	enfocado
केन्द्रित	centrada
निर्यात	exportar
निर्यात	exportaciones
निर्यात	exportación
निर्यात	exporta
भूकंप	terremotos
भूकंप	temblor
भूकंप	temblores
भूकंप	terremoto
भूकंप	sismo
स्मिथ	herrero
दायित्व	obligación
गाड़ी	automóvil
गाड़ी	coche
गाड़ी	coches
गाड़ी	auto
गाड़ी	carro
हिंसा	violencia
भर्ती	reclutar
भर्ती	contratando
भर्ती	reclutas
भर्ती	contrataciones
भर्ती	reclutamiento
भर्ती	contratación
भर्ती	reclutando
भर्ती	recluta
भर्ती	contratar
स्तंभ	columna
स्तंभ	columnas
कार्यकाल	tenencia
कार्यकाल	horas
कार्यकाल	horario
कार्यकाल	horarios
आजादी	libertad
बोध	percepción
मलेशिया	malasia
अंडे	huevo
अंडे	huevos
जीवनी	biografías
जीवनी	biografía
मजबूर	forzado
मजबूर	forzados
मजबूर	forzada
मजबूर	obligado
मजबूर	forzar
अधिग्रहण	adquisición
अधिग्रहण	captación
गुफा	cueva
गुफा	caverna
गुफा	gruta
साहब	señor
साहब	senor
महाकाव्य	épico
महाकाव्य	épica
परिणामों	resultados
प्लास्टिक	plástico
प्लास्टिक	plástica
प्लास्टिक	plásticos
प्रकरण	episodio
मानकों	normas
मानकों	estándares
वयस्क	adulta
वयस्क	maduras
वयस्क	adulto
वयस्क	adultos
वयस्क	madura
वयस्क	madurar
वयस्क	maduro
ब्लॉक	bloques
ब्लॉक	cuadras
ब्लॉक	bloque
ब्लॉक	cuadra
ब्लॉक	bloquear
ब्लॉक	bloqueo
समुदायों	comunidades
प्लेट	placas
प्लेट	placa
प्लेट	plato
मुसलमान	musulmanes
मुसलमान	musulmán
मुसलमान	musulmana
सम्पादन	montaje
सम्पादन	edición
सम्पादन	editar
सम्पादन	editando
संगठित	organizadas
संगठित	organizado
संगठित	organizada
संगठित	organizados
भव्य	magnifica
भव्य	magníficos
भव्य	magnífica
भव्य	magnifico
भव्य	magnífico
समन्वय	coordinación
समन्वय	ordenación
स्वीकृति	reconocimiento
स्वीकृति	aprueba
स्वीकृति	homologación
स्वीकृति	acuse
स्वीकृति	aceptación
स्वीकृति	aprobar
स्वीकृति	apruebe
स्वीकृति	aprobación
पीने	bebida
पीने	beber
पीने	bebiendo
असली	reales
असली	verdadero
असली	originales
पैसे	dinero
उद्यम	empresa
उद्यम	empresariado
उद्यम	emprendimiento
शुष्क	seco
शुष्क	secar
शुष्क	seca
शुष्क	secos
शुरुआती	iniciación
शुरुआती	principiantes
शुरुआती	principiante
नव	navegación
गर्मियों	verano
प्रकाशक	editor
प्रकाशक	editoriales
प्रकाशक	editores
प्रकाशक	editorial
स्वीडन	suecia
गाय	vaca
प्रशांत	pacifico
प्रशांत	pacífico
खाली	vacía
खाली	vacíos
खाली	vacío
खाली	vacías
खाली	blanco
खाली	vacio
खाली	vaciar
वर्तनी	conjuro
वर्तनी	hechizo
वर्तनी	deletrear
वर्तनी	ortografía
किसानों	agricultores
किसानों	granjeros
किसानों	campesinos
प्रतिष्ठा	prestigio
प्रतिष्ठा	reputación
प्रतिष्ठा	fama
प्रतिष्ठा	renombre
मुद्दे	cuestiones
मुद्दे	asuntos
मुद्दे	temas
चाय	té
छत	techo
छत	tejado
छत	terraza
छत	terrazas
छत	tejados
छत	azotea
अनुमानित	estimado
अनुमानित	estimación
अनुमानित	estimados
अनुमानित	estimada
गिरफ्तार	arrestada
गिरफ्तार	arrestado
गिरफ्तार	detención
गिरफ्तार	detenciones
गिरफ्तार	arrestados
गिरफ्तार	detenidos
गिरफ्तार	arresto
गिरफ्तार	detenido
गिरफ्तार	detenida
प्रवासी	expatriados
आवाज़	volumen
आवाज़	voz
चाल	moverse
चाल	mover
चाल	movimientos
चाल	mudanzas
चाल	movimiento
चाल	mudanza
चाल	truco
चाल	muévete
कोलंबिया	colombia
देशी	nativas
देशी	vernácula
देशी	nativa
देशी	nativo
देशी	nativos
देशी	autóctona
प्रायद्वीप	península
नक्षत्र	constelación
नक्षत्र	constelaciones
मौखिक	verbales
मौखिक	orales
रथ	carroza
रथ	carro
चलाया	ejecutados
चलाया	ejecutada
चलाया	ejecutado
चलाया	ejecutadas
गर्भ	vientre
गर्भ	útero
रहें	estadía
रहें	estancia
रहें	quedo
रहें	quédate
रहें	quedate
ध्रुव	caña
ध्रुव	poste
ध्रुव	polo
विनिमय	intercambio
विनिमय	cambio
विनिमय	canje
बहस	debatir
कथित	alegado
कथित	presuntos
कथित	supuesta
कथित	presunta
कथित	presunto
ड्राइव	conducir
ड्राइव	maneja
ड्राइव	impulsa
ड्राइव	conduce
ड्राइव	conduzca
कोर	frenar
कोर	núcleo
कोर	coro
नियुक्ति	empleo
नियुक्ति	designaciones
नियुक्ति	cita
नियुक्ति	citas
नियुक्ति	nombramientos
नियुक्ति	nombramiento
नियुक्ति	designación
बहती	flujos
बहती	corrientes
बहती	fluyendo
बहती	fluye
विटामिन	vitaminas
विटामिन	vitamina
खून	sangre
उपयोगकर्ताओं	usuarios
एड्स	sida
एड्स	ayudas
बाग	jardinería
बाग	jardín
बाग	jardin
बर्मा	birmania
डच	holandeses
डच	holandesa
डच	holandés
डच	neerlandés
चौथी	cuarto
चौथी	cuarta
वंशज	descendientes
वंशज	descendiente
गठबंधन	pacto
गठबंधन	alianza
उम्मीदवार	candidatos
उम्मीदवार	candidato
उम्मीदवार	candidata
उम्मीदवार	candidatas
उम्मीदवार	candidaturas
प्रभावों	impresionismo
बिलकुल	absolutamente
ग्रहों	planetas
ग्रहों	planeta
रूपांतरण	transformaciones
रूपांतरण	transformarse
रूपांतरण	transformada
रूपांतरण	conversión
रूपांतरण	conversiones
रूपांतरण	reconversión
रूपांतरण	transforma
रूपांतरण	transformar
रूपांतरण	transformación
भ्रष्टाचार	corrupción
सलाहकार	consejero
सलाहकार	consultora
सलाहकार	asesora
सलाहकार	consultor
सलाहकार	consejera
सलाहकार	asesoramiento
सलाहकार	asesoría
सलाहकार	asesor
सलाहकार	consultiva
जनजाति	tribu
पठार	meseta
पठार	umbral
पठार	altiplano
पठार	umbrales
चलचित्र	película
चलचित्र	pelicula
चलचित्र	cine
बहुमत	mayoría
बहुमत	mayoritaria
बहुमत	mayoritario
बहुमत	mayoria
बहुमत	mayorías
चमक	resplandeciente
चमक	brilla
चमक	brillar
चमक	brillando
चमक	brillo
हिल	cerro
हिल	colina
नैदानिक	clínica
नैदानिक	clínico
नैदानिक	diagnostico
नैदानिक	diagnóstico
नैदानिक	clínicos
नैदानिक	diagnósticos
अद्भुत	maravillosa
अद्भुत	asombroso
अद्भुत	sorprendente
अद्भुत	maravillosas
अद्भुत	maravilloso
अद्भुत	increible
अद्भुत	maravillosos
अद्भुत	increíble
एकत्रित	recogida
एकत्रित	recolectado
एकत्रित	reunir
एकत्रित	recogidos
एकत्रित	recaudado
एकत्रित	recogido
इकाइयों	unidades
तोड़	aplastar
शाखाओं	sucursales
शाखाओं	ramas
दशकों	decenios
दशकों	décadas
खतरे	peligro
खतरे	amenaza
खतरे	amenazas
टूर	gira
टूर	recorrido
हमारा	nuestros
हमारा	nuestras
हमारा	nuestro
हमारा	nuestra
पाल	vela
पाल	navegar
पाल	pablo
पाल	velero
निर्दिष्ट	especificados
निर्दिष्ट	especificó
निर्दिष्ट	especificada
निर्दिष्ट	especificado
जोड़े	pareja
जोड़े	parejas
निर्माताओं	fabricantes
बजट	presupuesto
बजट	presupuestos
मौका	oportunidad
मौका	casualidad
समर्थक	partidario
समर्थक	protagonista
समर्थक	hinchas
समर्थक	simpatizantes
समर्थक	partidarios
समर्थक	seguidores
खबर	novedades
खबर	noticia
खबर	noticias
स्कूलों	colegios
स्कूलों	escuela
स्कूलों	escuelas
मासिक	mensualmente
मासिक	mensuales
मासिक	mensual
कणों	partículas
प्रबल	prevalecer
प्रबल	prevalece
प्रबल	prevalecerá
प्रबल	dominante
प्रबल	dominantes
आलोचकों	críticas
आलोचकों	crítica
आलोचकों	críticos
तकनीकों	técnicas
विभक्त	dividida
विभक्त	divididas
विभक्त	dividido
विभक्त	divididos
उत्तराधिकारी	heredero
उत्तराधिकारी	descendiente
उत्तराधिकारी	descendientes
उत्तराधिकारी	heredera
एयरलाइंस	aerolíneas
श्रीमती	sra
अवैध	ilícito
अवैध	inválidos
अवैध	inválido
अवैध	forajido
अवैध	ilícita
अवैध	inválida
अवैध	ilícitas
अवैध	ilícitos
जीवाणु	bacterias
हाँ	si
हाँ	sii
हाँ	sí
इंग्लैण्ड	inglaterra
गुरू	gurú
दौड़	carrera
दौड़	raza
दौड़	corre
दौड़	razas
दौड़	regatas
दौड़	carreras
जातीय	étnico
जातीय	étnicas
जातीय	etnia
जातीय	étnicos
जातीय	etnias
जातीय	étnica
छाया	sombras
छाया	sombreado
छाया	sombra
मैरी	maría
मैरी	alegre
मैरी	maria
तैयारी	preparaciones
तैयारी	preparado
तैयारी	preparándose
तैयारी	preparados
तैयारी	prepararse
तैयारी	preparando
तैयारी	preparativos
तैयारी	preparación
तैयारी	preparar
तैयारी	preparatoria
शासनकाल	reinar
शासनकाल	reinado
फाउंडेशन	cimientos
फाउंडेशन	fundación
कार्यकर्ता	trabajador
कार्यकर्ता	trabajadora
कार्यकर्ता	obrero
सिंचाई	regadío
सिंचाई	irrigación
सिंचाई	riego
पहलू	aspecto
पहलू	costados
पहलू	bandos
पहलू	laterales
पहलू	lados
रोजगार	empleo
निबंध	ensayo
पब्लिक	públicas
पब्लिक	público
पब्लिक	publico
पब्लिक	públicos
कान	oídos
कान	orejas
कान	oreja
कान	oído
बनवाया	construido
बनवाया	construida
बनवाया	construidos
परिवारों	familias
परिवारों	familia
फैल	propagación
फैल	difundir
मेले	justo
मेले	justa
मेले	feria
शांत	silencio
शांत	sobrio
शांत	sobria
शांत	tranquilidad
शांत	sobriedad
शांत	calmado
शांत	tranquilo
शांत	tranquila
शांत	callado
शांत	calma
उद्घाटन	aberturas
उद्घाटन	investidura
उद्घाटन	inauguración
उद्घाटन	aperturas
सौंदर्य	hermosura
सौंदर्य	belleza
चीज़	queso
चीज़	quesos
प्रोग्रामिंग	programación
प्रिय	estimado
प्रिय	queridos
प्रिय	querido
प्रिय	querida
प्रिय	estimados
रेड	rojo
रेड	rojas
रेड	redada
रेड	roja
रेड	incursión
स्व	auto
सृजन	creatividad
सृजन	creación
वकील	juristas
वकील	abogados
वकील	letrado
वकील	abogada
वकील	jurista
वकील	letrados
वकील	abogado
अनाज	cereales
अनाज	grano
अनाज	granos
परिपथ	calculadora
परिपथ	calculadoras
यूनियन	unión
यूनियन	sindicato
भावनाओं	emociones
बच	sobrevivieron
बच	sobrevivió
बच	sobrevivido
उर्जा	energía
उर्जा	energías
उर्जा	energia
उर्जा	energética
सोसायटी	sociedad
छोड़ने	cayendo
छोड़ने	bajando
यौगिकों	compuestos
सेनानी	peleador
सेनानी	boxeadores
सेनानी	luchadora
सेनानी	combatiente
सेनानी	luchadores
सेनानी	combatientes
सेनानी	luchador
रणनीति	estrategias
रणनीति	estrategia
लेन	carril
बुलाया	llamados
बुलाया	llamada
बुलाया	llamé
बुलाया	llamado
वध	matanza
वध	matanzas
वध	masacre
बाढ़	inundar
बाढ़	inundando
बाढ़	inundaciones
बाढ़	diluvio
बाढ़	inundación
शत्रु	enemigo
शत्रु	enemiga
शत्रु	hostiles
शत्रु	hostil
शत्रु	enemigos
शत्रु	enemigas
एक्शन	acción
एक्शन	accion
अनुच्छेद	párrafos
अनुच्छेद	apartados
अनुच्छेद	apartado
अनुच्छेद	párrafo
आयात	importaciones
आयात	importación
आयात	importado
आयात	importar
आधा	medio
आधा	mitad
धन्यवाद	gracias
बेल	timbre
बेल	bella
बेल	campana
बेल	vid
बेल	viña
सेंट्रल	centrales
सेंट्रल	céntrica
सेंट्रल	céntrico
घातक	perniciosa
घातक	mortal
घातक	mortífero
घातक	mortales
मास्टर	máster
मास्टर	amo
मास्टर	maestro
तस्वीर	foto
पहल	iniciativa
वाहनों	vehículos
वाहनों	vehiculos
सच	verdad
सच	verdadero
सच	verdadera
सच	cierto
पाउंड	libras
पाउंड	kilos
पाउंड	libra
प्राधिकरण	autoridad
प्राधिकरण	autorización
प्राधिकरण	autoridades
कीट	insectos
कीट	insecto
गाना	cantando
गाना	cantos
गाना	cancion
गाना	canción
गाना	cantar
गाना	canto
धातुओं	metales
अतीत	pasados
अतीत	pasadas
अतीत	pasada
अतीत	pasado
समाजवादी	socialismo
समाजवादी	socialista
समाजवादी	socialistas
वेतन	salario
वेतन	sueldo
वेतन	sueldos
वाणिज्य	comercio
उन्नति	adelanto
उन्नति	avance
आखिरी	última
आखिरी	último
आखिरी	últimos
धूम्रपान	fumador
धूम्रपान	fumadores
धूम्रपान	tabaco
धूम्रपान	fumar
धूम्रपान	fumando
ब्याज	interes
ब्याज	interés
ब्याज	intereses
घोड़े	caballos
घोड़े	caballo
माला	maldivas
लेखा	contabilidad
लेखा	contable
दीवारों	muros
दीवारों	murallas
दीवारों	pintadas
दीवारों	paredes
ऊतक	tejidos
ऊतक	tejido
रात्रि	nocturno
रात्रि	noches
रात्रि	noche
बेस	bajos
बेस	bajo
फलन	función
चोटी	pináculo
चोटी	cúspide
मानता	cree
सफलतापूर्वक	satisfactoriamente
चंद्र	lunares
सतत	consecuente
सतत	consistente
सतत	continua
सतत	continuo
सतत	coherente
सतत	continuas
ऊष्मा	calidez
ऊष्मा	calor
कारों	carros
कारों	autos
कारों	coches
कारों	automóviles
रेस	carrera
रेस	raza
तालाब	estanque
तालाब	laguna
बृहस्पति	júpiter
प्रोत्साहन	estímulo
प्रोत्साहन	incentivo
प्रोत्साहन	aliento
प्रोत्साहन	incentivos
प्रोत्साहन	animo
टीमों	equipos
मामला	caso
मामला	estuche
निष्क्रिय	discapacitados
निष्क्रिय	desactivada
निष्क्रिय	ociosos
निष्क्रिय	discapacitado
निष्क्रिय	inactivas
निष्क्रिय	deshabilitar
निष्क्रिय	inactiva
निष्क्रिय	desactivado
निष्क्रिय	inerte
निष्क्रिय	desactivar
निष्क्रिय	inactivo
निष्क्रिय	inertes
निष्क्रिय	minusválidos
निष्क्रिय	inactivos
लौह	plancha
लौह	hierro
बनावट	texturas
बनावट	textura
गायन	cantando
गायन	cantos
गायन	vocales
गायन	cantar
गायन	canto
आवेदन	solicitud
आवेदन	aplicacion
आवेदन	solicitudes
आवेदन	aplicaciones
आवेदन	aplicación
सकल	asqueroso
सकल	bruto
सकल	brutos
कमाई	ganancias
कमाई	ganando
कमाई	ingresos
विश्वविद्यालयों	universitarios
विश्वविद्यालयों	universitario
विश्वविद्यालयों	universidad
विश्वविद्यालयों	universidades
उठाने	levantando
उठाने	criando
उठाने	levantamiento
साउथ	sur
गहन	profundo
गहन	profunda
बाघ	tigre
बाघ	tigres
टिकट	pasaje
टिकट	billete
टिकट	billetes
टिकट	boleto
टिकट	entradas
टिकट	boletos
राजशाही	monarquía
पैरों	patas
पैरों	pies
पैरों	piernas
ब्लॉग	bitácora
सड़कों	caminos
सड़कों	carreteras
उद्देश्यों	emprendedores
उद्देश्यों	emprendedor
उद्देश्यों	emprendedora
उद्देश्यों	empresaria
उद्देश्यों	empresario
जाल	red
जाल	neta
जाल	malla
जाल	mallas
जाल	neto
जाल	netos
मिलान	cerillas
मिलान	fósforos
मिलान	milán
मिलान	coincidencia
मिलान	coincidencias
मिलान	coincidir
मिलान	partido
मिलान	cerilla
मिलान	partidos
प्रावधान	provisiones
प्रावधान	provisión
प्रावधान	disposiciones
सदस्यता	pertenencia
सदस्यता	miembros
सदस्यता	suscripciones
सदस्यता	abono
सदस्यता	membresía
सदस्यता	suscripción
सदस्यता	afiliación
रिकार्ड	grabar
रिकार्ड	récord
रिकार्ड	registro
साझा	compartido
साझा	compartidos
साझा	acciones
साझा	comparte
साझा	compartidas
साझा	compartida
स्वतन्त्रता	independencia
स्वतन्त्रता	autonomía
अधिकृत	autorizada
अधिकृत	autorizadas
अधिकृत	autorizado
अधिकृत	autorizados
सापेक्ष	relativa
सापेक्ष	pariente
सापेक्ष	relativo
विफल	falló
विफल	fracasado
विफल	fallado
विफल	fracaso
संदेह	duda
संदेह	dudas
संदेह	dudar
संदेह	dudo
आग्रह	petición
आग्रह	solicite
आग्रह	solicitud
आग्रह	solicitar
कारोबार	empresa
कारोबार	negocio
कारोबार	negocios
रिंग	anillo
ऑपरेशन	operación
ऑपरेशन	funcionamiento
आपसी	mutua
आपसी	mutuo
आपसी	mutuas
आपसी	mutuos
पवन	viento
छूट	descuentos
छूट	descuento
छूट	rebajas
छूट	promociones
बाधा	obstáculo
बाधा	obstáculos
अमीर	emiratos
अमीर	ricas
अमीर	rico
अमीर	rica
अमीर	emirato
अमीर	ricos
समतल	plano
समतल	avión
समतल	plana
समतल	piso
समतल	avion
बस्ती	ciudad
बस्ती	pueblo
कठिनाई	dificultad
कठिनाई	dificultades
पुर्तगाली	portugués
पुर्तगाली	portugueses
पुर्तगाली	portuguesa
जड़	raices
जड़	raíces
जड़	raíz
बौद्धिक	intelectual
बौद्धिक	intelectuales
गठित	constituida
गठित	constituido
निकलता	costillas
निकलता	costilla
स्वर्ग	paraíso
स्वर्ग	paraiso
स्वर्ग	cielo
शासित	gobernó
शासित	gobernado
शासित	gobernados
शासित	gobernada
प्रोटोकॉल	protocolos
प्रोटोकॉल	protocolo
व्यय	gasto
व्यय	gastos
व्यय	gasta
गणतंत्र	republica
गणतंत्र	república
माया	mayas
तिब्बती	tibetanos
तिब्बती	tibetano
तिब्बती	tibetana
तिब्बती	tíbet
आत्महत्या	suicidio
आत्महत्या	suicido
आत्महत्या	suicidarse
आत्महत्या	suicidios
आत्महत्या	suicida
मतभेद	diferencias
अतिथि	invitada
अतिथि	invitados
अतिथि	huéspedes
अतिथि	huésped
अतिथि	invitado
लें	tome
लें	toma
लें	tomar
शानदार	brillante
शानदार	fabuloso
शानदार	fabulosa
शानदार	fabulosas
शानदार	brillantes
शानदार	soberbia
शानदार	fabulosos
डाक	postales
डाक	correspondencia
डाक	correo
प्रतिद्वंद्वी	oponentes
प्रतिद्वंद्वी	rivales
प्रतिद्वंद्वी	opositores
प्रतिद्वंद्वी	adversario
प्रतिद्वंद्वी	adversarios
प्रतिद्वंद्वी	oponente
संयोग	casualidad
संयोग	coincidencias
संयोग	coincidencia
कविताओं	poemas
तरंग	ola
तरंग	oleada
तरंग	onda
उठाया	recaudado
उठाया	criado
उठाया	levantado
उठाया	planteadas
अंतराल	intervalo
पेटेंट	patente
पेटेंट	patentes
क्रिस	cris
परिचित	familiarizados
परिचित	familiarizado
परिचित	conocido
परिचित	conocidos
इंडोनेशिया	indonesio
विश्वसनीय	confianza
विश्वसनीय	confiable
विश्वसनीय	confiado
विश्वसनीय	confiables
विश्वसनीय	fiables
विश्वसनीय	confiaba
विश्वसनीय	fiable
तत्काल	inmediato
तत्काल	urge
तत्काल	inmediatas
तत्काल	urgente
तत्काल	inmediata
तत्काल	urgentes
तत्काल	inmediatamente
तत्काल	instante
तत्काल	instantánea
तत्काल	instantáneo
तत्काल	urgencia
तत्काल	instantáneas
तत्काल	urgentemente
तत्काल	inmediatos
चित्रकला	pintando
चित्रकला	pintura
चित्रकला	cuadro
चित्रकला	pintar
पहलुओं	aspectos
गेट	portón
गेट	puerta
चैंपियनशिप	campeonato
चैंपियनशिप	campeonatos
बाबू	papito
बाबू	papá
बाबू	papi
पैदल	peatonal
पैदल	vereda
पैदल	acera
पैदल	peatón
पैदल	peatones
रहकर	quedarse
संतान	descendientes
संतान	descendencia
जर्नल	revista
जर्नल	diario
लाखों	millones
शैक्षणिक	educación
शैक्षणिक	educativa
शैक्षणिक	educativo
खोला	abrió
खोला	inaugurado
भाप	vapor
बेस्ट	mejores
बेस्ट	mejor
गलती	errores
गलती	equivocación
गलती	error
भ्रूण	embrión
भ्रूण	fetos
भ्रूण	embriones
भ्रूण	feto
भंग	disuelve
भंग	disolver
भंग	disolverse
चेक	checos
चेक	checa
चेक	checo
ब्राजील	brasil
राग	melodía
तटीय	costera
तटीय	litoral
तटीय	costeras
तटीय	costero
सम्प्रदाय	secta
सम्प्रदाय	secc
ख्याति	fama
कोष	repositorios
पंजीकृत	inscrito
पंजीकृत	registradas
पंजीकृत	registrados
पंजीकृत	registrado
पंजीकृत	registrada
वैध	valida
वैध	validez
वैध	valido
वैध	válida
वैध	válidos
वैध	válido
वैध	vigencia
टॉम	tomás
संकल्प	resoluciones
जूनियर	júnior
चुम्बकीय	magnéticos
चुम्बकीय	magnético
चुम्बकीय	magnética
चुम्बकीय	magnéticas
बादशाह	rey
रचनात्मक	creativo
रचनात्मक	creativa
रचनात्मक	creativos
मुखपृष्ठ	inicio
मुखपृष्ठ	hogar
मुखपृष्ठ	casa
ट्रस्ट	confía
ट्रस्ट	confianza
ट्रस्ट	fideicomiso
प्रस्तुति	presentación
प्रस्तुति	ponencia
प्रस्तुति	presentacion
उपर	cima
उपर	arriba
धरोहर	patrimonio
धरोहर	herencia
भूल	olvido
अद्वितीय	único
अद्वितीय	únicos
अद्वितीय	únicas
अद्वितीय	unica
अद्वितीय	única
सरकारों	gobiernos
खतरनाक	peligroso
खतरनाक	peligrosa
खतरनाक	peligrosas
खतरनाक	peligrosos
त्यौहार	festivales
त्यौहार	fiestas
त्यौहार	festiva
त्यौहार	festivos
त्यौहार	festivo
परिमाण	parámetros
परिमाण	magnitud
संक्रमित	infectados
संक्रमित	infectado
संक्रमित	infectada
संक्रमित	infectadas
देखना	mira
देखना	mirar
देखना	reloj
देखना	visualización
ख़ास	especial
ख़ास	especiales
अवसरों	ocasiones
माँग	exigencia
माँग	exigir
माँग	demanda
स्पेनिश	castellano
स्पेनिश	espanol
स्पेनिश	español
स्पेनिश	española
महारानी	reina
निरीक्षण	inspecciones
निरीक्षण	inspección
जिम्मेदारी	responsabilidad
रंगमंच	teatro
भारतीयों	indios
त्रुटि	errores
ऊँची	elevada
ऊँची	alto
ऊँची	alta
ज्यामिति	geometría
आराम	descansar
आराम	confort
आराम	relajarse
आराम	descanso
आराम	relajado
आराम	relajados
आराम	resto
आराम	descansen
आराम	reposo
आराम	comodidad
आराम	relajada
आराम	consuelo
रवि	sol
रवि	reunión
रवि	sudán
रवि	reencuentro
बेटा	hijo
उपमहाद्वीप	subcontinente
टुकड़े	pedazos
टुकड़े	piezas
टुकड़े	trozos
क्रिस्टल	cristal
चौथा	cuarto
चौथा	cuarta
प्रसन्न	contento
प्रसन्न	complace
प्रसन्न	encantado
प्रसन्न	propicio
प्रसन्न	satisfecho
प्रसन्न	propicios
प्रसन्न	encantados
प्रसन्न	encantada
प्रसन्न	feliz
प्रसन्न	complacido
प्रसन्न	complacida
प्रसन्न	contenta
प्रसन्न	felices
सार	abstracta
सार	abstractos
सार	resumen
सार	abstracto
पड़ोसी	vecinas
पड़ोसी	prójimo
पड़ोसी	vecino
पड़ोसी	vecina
पड़ोसी	vecinos
गाया	cantó
गाया	cantaba
भ्रम	confusión
भ्रम	ilusión
राजनेता	politico
राजनेता	políticos
राजनेता	politicos
राजनेता	político
गोल्ड	oro
गोल्ड	dorada
गोल्ड	dorado
भिन्नता	diferencia
रविवार	domingo
सारणी	tabla
सारणी	cuadro
सारणी	mesa
नाभिकीय	nucleares
अपवाद	excepciones
अपवाद	excepción
लिखना	mecanografía
लिखना	escritura
लिखना	tipificación
लिखना	redacción
लिखना	escribir
लिखना	escribiendo
पाप	pecado
गले	abrazo
गले	abrazos
जनक	progenitor
जनक	padres
स्वचालित	automatica
स्वचालित	automático
स्वचालित	automática
स्वचालित	automatizados
स्वचालित	automatizado
स्वचालित	automatizada
खेत	finca
खेत	granja
असाधारण	excepcional
असाधारण	excepcionales
असाधारण	extraordinarias
असाधारण	extraordinaria
असाधारण	extraordinario
असाधारण	extraordinarios
अपील	apelar
अपील	llamamiento
अपील	apelaciones
अपील	atractivo
अपील	apelación
दर्शक	espectador
दर्शक	público
दर्शक	televidentes
दर्शक	auditorio
दर्शक	espectadores
दर्शक	publico
दर्शक	audiencia
दर्शक	visor
इनपुट	insumos
इनपुट	aportación
इनपुट	aporte
इनपुट	entrada
सैकड़ों	cientos
सैकड़ों	centenares
क्लास	clase
क्लास	clases
कलात्मक	artísticos
कलात्मक	artística
कलात्मक	artísticas
कलात्मक	artístico
मंगोल	mongoles
शुभ	buenas
शुभ	buena
शुभ	bien
शुभ	buenos
शुभ	bueno
शुभ	propicio
शुभ	propicios
स्वीकृत	aprobada
स्वीकृत	aprobadas
स्वीकृत	aceptada
स्वीकृत	aprobado
स्वीकृत	aceptadas
स्वीकृत	acepta
स्वीकृत	aceptan
स्वीकृत	aceptado
स्वीकृत	aprobados
स्वीकृत	aceptados
बैटरी	pilas
बैटरी	baterías
बैटरी	batería
बैटरी	bateria
बैटरी	pila
बैटरी	acumuladores
कहानियाँ	relatos
कहानियाँ	cuentos
कहानियाँ	historias
असमर्थ	incapaces
असमर्थ	incapaz
पुष्प	flores
पुष्प	flor
सुविधाएं	facilidades
सुविधाएं	instalaciones
अक्षांश	latitud
सम्पर्क	contacto
सम्पर्क	contacta
सम्पर्क	contactos
सम्पर्क	contactar
दृश्यों	escenas
कार्यवाही	procedimientos
श्वसन	respiración
संक्षेप	brevedad
आतंकवाद	terrorismo
परिस्थिति	situación
परिस्थिति	situacion
परिस्थिति	circunstancia
परिस्थिति	circunstancias
लोकतंत्र	democracia
उपलब्धि	logro
उपलब्धि	logros
कुश्ती	lucha
क्लिक	clic
क्लिक	clics
लेबल	etiqueta
लेबल	etiquetar
लेबल	etiquetas
लेबल	sellos
अकाल	hambre
अकाल	hambruna
अकाल	hambrunas
फैशन	moda
फैशन	modas
पैलेस	palacio
नीला	azules
नीला	azul
पोर्ट	babor
पोर्ट	puerto
पोर्ट	puertos
पोर्ट	oporto
विधेयक	factura
बलों	fuerzas
स्टील	aceros
स्टील	acero
यूनान	grecia
थोड़े	ligeramente
थोड़े	levemente
एकड़	hectáreas
एकड़	hectárea
सेकंड	segundos
सेकंड	segunda
सेकंड	segundas
सेकंड	segundo
अवयव	elemento
अवयव	componente
आलेख	artículos
आलेख	articulos
आलेख	articulo
आलेख	gráfica
आलेख	grafo
आलेख	gráfico
आलेख	artículo
दिव्य	divina
दिव्य	divinos
दिव्य	divino
दिव्य	divinas
नली	manguera
पूर्वोत्तर	noreste
पूर्वोत्तर	nordeste
साक्ष्य	evidencias
साक्ष्य	evidencia
साक्ष्य	pruebas
कहाँ	dónde
कहाँ	adonde
कहाँ	donde
आवरण	cubrir
आवरण	portada
आवरण	tapa
आवरण	cubierta
आवरण	sobre
निकला	derivado
निकला	derivada
आंकड़े	estadística
आंकड़े	estadísticas
आंकड़े	cifras
आंकड़े	figuras
उपदेश	predicar
उपदेश	sermón
उपदेश	consejos
उपदेश	predica
उपदेश	predicación
उपदेश	predicando
एकीकरण	integración
एकीकरण	integraciones
फोटो	fotos
फोटो	fotografía
फोटो	foto
फोटो	fotografías
चोरी	robado
चोरी	robada
चोरी	robadas
चोरी	robo
चोरी	hurto
चोरी	robe
चोरी	roban
चोरी	robados
चोरी	roba
चोरी	robando
चोरी	robar
सिंहासन	trono
आचरण	conducta
आचरण	comportamiento
क्लोराइड	cloro
हरी	verdes
हरी	verde
शरण	refugio
परिकल्पना	hipótesis
बयान	afirmación
बयान	declaración
बयान	enunciado
बयान	comunicado
मुंह	desembocadura
